CSV File Name,High Severity Count,Medium Severity Count,Low Severity Count,High Confidence Count,Medium Confidence Count,Low Confidence Count,Unique CWEs,Unique CWE Count
Commits\Commit_59.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_6.csv,9,642,2856,2716,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_60.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_61.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_62.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_63.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_64.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_65.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_66.csv,9,642,2849,2714,500,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_67.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_68.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_69.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_7.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_70.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_71.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_72.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_73.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_74.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_75.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_76.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_77.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_78.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_79.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_8.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_80.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_81.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_82.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_83.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_84.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_85.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_86.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_87.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_88.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_89.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_9.csv,9,642,2854,2714,505,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_90.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_91.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_92.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_93.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_94.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_95.csv,9,642,2851,2715,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_96.csv,9,642,2851,2715,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_97.csv,9,642,2851,2715,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_98.csv,9,642,2851,2715,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
Commits\Commit_99.csv,9,642,2850,2714,501,286,"https://cwe.mitre.org/data/definitions/78.html, https://cwe.mitre.org/data/definitions/703.html, https://cwe.mitre.org/data/definitions/259.html, https://cwe.mitre.org/data/definitions/502.html, https://cwe.mitre.org/data/definitions/330.html, https://cwe.mitre.org/data/definitions/400.html, https://cwe.mitre.org/data/definitions/22.html, https://cwe.mitre.org/data/definitions/377.html, https://cwe.mitre.org/data/definitions/89.html, https://cwe.mitre.org/data/definitions/20.html",10
